ResponseID,ResponseSet,Name,Repeated Study,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,Mturk,track,track_2,Consent Form /    /  /  Study Background and Purpose: This study examines decision-making. Your participat...,mcyes,mcyesconfidence,mcyesfirst,mcyeslast,mcyestotaltime,mcyesclickcount,mcno,mcnoconfidence,mcnofirst,mcnolast,mcnototaltime,mcnoclickcount,optyes,optyesconfidence,optyesfirst,optyeslast,optyestotaltime,optyesclickcount,optno,optnoconfidence,optnofirst,optnolast,optnototaltime,optnoclickcount,This is the last page of questions. Please answer them all.,Are you registered as an organ donor on a state or regional registry? ,Have you communicated with your next of kin about whether or not you would like to be an organ donor...,"If you have communicated with your next of kin about organ donation, what have you communicated?","If you had to explicitly communicate with your next of kin about your wishes, which would you indica...",What is your gender?,What is your age?,Which of the following best describes your race/ethnicity?,What is the highest educational degree you have earned?,Are you currently a student?,What is your marital status?,How many children do you have?,What is your total household income? (Please include your parents if you are listed as a dependent.),With which religious affiliation do you most closely identify?,"About how often do you attend religious services (excluding occasional weddings, funerals, etc.)?","Generally speaking, do you think of yourself as a Republican, a Democrat, or an Independent?","When it comes to social issues, do you think of yourself as a liberal or conservative?",In which US State do you live?,"Have you, or has anyone else in your family, received an organ transplant?","Have you, or has anyone else in your family, received dialysis treatment?","Have you, or has anyone else in your family, worked in health care?","If there were an option to be registered as an organ and tissue donor, but for your donor status to...",How many vital organs (organs that are necessary to live) can be transplanted from a cadaver? Please...,About how many people can receive any (vital or non-vital) organs and tissues from one cadaver? Plea...,About how many people are on the organ waiting list for a kidney in the Untied States? Please make y...,Do you think deceased donor organs are allocated fairly overall? ,Do you think deceased donor organs are allocated fairly to people of different races? ,Do you think deceased donor organs are allocated fairly to people with different incomes? ,Do you think deceased donor organs are allocated fairly to people with differential responsibility f...,surveyfirst,surveylast,surverytotaltime,surveyclickcount,Thank you for completing this survey. Your code for payment on MTurk is ${e://Field/Mturk}-111212101...
R_esMmui9exbGQPGJ,Default Response Set,Anonymous,,,,0,1/8/13 15:47,1/8/13 15:51,1,754177,38,75,1,1,1,4.769,9.377,9.381,3,2,2,26.732,29.563,29.566,3,1,1,5.816,8.343,8.346,3,2,1,7.601,10.84,10.843,3,1,1,1,1,1,2,22,5,3,3,1,0,5,8,5,6,2,Indiana,2,2,1,1,12,5,"250,000",1,1,2,2,1.985,125.2,125.202,31,1
R_0jpyHdi3eAJofC5,Default Response Set,Anonymous,,,,0,1/8/13 15:50,1/8/13 15:53,1,8563499,8,18,1,1,2,22.256,32.121,32.129,7,2,1,1.145,11.371,11.379,7,1,3,6.849,15.58,15.588,6,2,2,0.919,7.647,7.652,5,1,2,1,2,2,2,37,5,2,3,2,0,4,4,4,7,1,Missouri,2,2,2,2,4,50,"25,000",1,1,1,1,0.89,95.042,95.07,73,1
R_8vRTgCrrnsCUo5f,Default Response Set,Anonymous,,,,0,1/8/13 15:49,1/8/13 15:53,1,7310728,75,30,1,1,1,6.304,9.586,9.587,3,2,1,1.909,3.973,3.975,3,1,1,16.076,24.949,24.95,3,2,1,7.429,12.347,12.348,3,1,1,1,1,1,2,21,6,3,3,2,0,9,7,4,6,1,Texas,2,2,2,2,4,6,"500,000",2,2,2,1,2.333,153.55,153.551,32,1
R_bCbHvwvyPKV5DBb,Default Response Set,Anonymous,,,,0,1/8/13 15:50,1/8/13 15:53,1,999574,84,17,1,1,1,2.725,4.533,4.535,3,2,3,6.544,10.035,10.039,3,1,1,9.009,11.491,11.497,3,1,1,17.382,30.076,30.081,3,1,1,1,1,1,2,30,6,4,3,1,2,8,2,5,6,3,Colorado,2,2,1,2,8,11,20000,1,1,1,1,2.596,119.069,119.084,31,1
R_85P9OIjWGXk4zpH,Default Response Set,Anonymous,,,,0,1/8/13 15:45,1/8/13 15:54,1,7540693,36,22,1,1,1,33.638,39.295,39.297,3,2,1,56.838,68.572,68.573,5,1,1,23.938,28.858,28.86,4,2,1,34.846,44.38,44.382,4,1,2,2,2,2,2,29,5,3,3,2,0,9,4,4,2,6,NY,2,2,1,2,5,50,"400,000",,1,1,2,6.593,303.989,24.406,32,1
R_9NNIm0eGYtxYYPH,Default Response Set,Anonymous,,,,0,1/8/13 15:50,1/8/13 15:54,1,5524466,3,65,1,1,1,24.481,30.073,30.073,3,2,3,2.373,8.069,8.07,3,1,3,13.018,14.735,14.735,3,1,3,10.005,11.485,11.485,3,1,1,1,1,1,1,27,5,4,3,1,0,6,8,5,3,5,pa,2,2,2,2,50,50,20000,1,1,1,2,1.88,144.159,144.161,31,1
R_1AhS1YXsTFV4pDv,Default Response Set,Anonymous,,,,0,1/8/13 15:50,1/8/13 15:54,1,1366551,74,27,1,1,1,7.57,9.848,9.849,3,1,1,4.006,7.01,7.011,4,1,1,31.902,35.128,35.131,3,1,1,3.438,23.955,23.958,5,1,1,1,1,1,2,22,6,4,1,1,0,3,4,5,7,2,California,2,2,1,2,10,5,1000000,1,1,1,1,2.834,126.507,126.508,41,1
R_034VmUSD2uAsx7L,Default Response Set,Anonymous,,,,0,1/8/13 15:49,1/8/13 15:54,1,9617340,32,27,1,1,1,15.165,20.313,20.313,3,2,2,24.743,35.585,35.585,3,1,1,3.044,7.443,7.443,3,1,3,20.677,31.3,31.3,3,1,1,1,1,1,1,26,5,4,3,2,0,2,8,5,6,2,Indiana,2,2,1,2,15,50,"50,000",1,1,1,1,3.034,172.098,172.098,32,1
R_8qpRSEByCXnh9Ax,Default Response Set,Anonymous,,,,0,1/8/13 15:42,1/8/13 15:56,1,8595197,68,10,1,1,1,6.448,13.008,13.011,5,1,1,7.641,10.553,10.555,3,1,2,69.206,73.054,73.057,3,1,2,9.108,18.739,18.742,3,1,1,1,1,1,2,20,1,3,2,2,1,6,8,5,4,3,CA,2,2,1,1,10,20,500,1,1,2,1,1.605,715.245,11.573,36,1
R_6Dvhgj7ccQabB6R,Default Response Set,Anonymous,,,,0,1/8/13 15:52,1/8/13 15:56,1,2731857,25,64,1,1,1,36.666,46.458,46.46,3,2,1,7.392,11.16,11.161,3,1,1,7.605,10.333,10.335,3,2,1,5.086,8.605,8.607,4,1,1,1,1,1,1,36,5,2,3,2,0,3,7,5,6,2,Connecticut,2,2,1,2,6,6,10000,1,1,1,1,3.341,138.636,13.722,32,1
R_2tVRvOB9eCxstpj,Default Response Set,Anonymous,,,,0,1/8/13 15:53,1/8/13 15:56,1,5944002,94,15,1,1,1,2.868,4.412,4.414,3,2,1,22.363,26.562,26.565,4,1,1,5.422,9.278,9.281,3,2,2,1.827,47.906,47.908,9,1,2,2,2,2,1,18,6,3,1,2,0,11,8,5,3,5,Florida,2,2,2,2,7,10,25000,1,1,1,1,3.885,89.076,89.082,32,1
R_6r1gsjE0YWozzlX,Default Response Set,Anonymous,,,,0,1/8/13 15:44,1/8/13 15:57,1,1018768,78,37,1,1,1,33.501,37.75,37.754,3,1,1,28.616,37.987,37.991,3,1,1,99.252,106.447,106.453,3,1,1,93.754,98.703,98.708,3,1,1,1,1,1,2,38,2,4,3,1,1,8,8,5,4,4,North Carolina,2,2,1,1,4,2,3000,1,1,1,1,9.398,427.644,24.025,37,1
R_3a303um6aIU682p,Default Response Set,Anonymous,,,,0,1/8/13 15:45,1/8/13 15:57,1,6373668,94,80,1,1,1,3.059,8.475,8.483,4,2,1,41.946,44.266,44.274,3,1,1,84.672,88.816,88.824,3,2,1,29.078,34.278,34.287,4,1,1,1,1,1,1,27,6,3,1,2,0,5,8,4,5,2,Texas,2,2,2,1,4,4,15000,1,1,1,1,5.835,454.481,69.424,34,1
R_06VbXMtUmGfM993,Default Response Set,Anonymous,,,,0,1/8/13 15:55,1/8/13 15:58,1,910178,64,85,1,1,1,3.55,5.385,5.387,3,2,2,2.554,5.514,5.516,3,1,1,25.697,33.338,33.343,3,2,2,7.081,11.105,11.107,4,1,1,1,1,1,1,24,5,4,2,2,0,4,8,5,6,1,OH,2,2,1,2,5,7,35000,1,1,2,1,1.933,81.677,81.68,30,1
R_3V3GZL13u4SdUYB,Default Response Set,Anonymous,,,,0,1/8/13 15:56,1/8/13 15:58,1,5039190,1,36,1,1,3,6.901,13.843,13.855,9,1,3,4.29,13.199,13.211,4,1,1,4.075,9.194,9.204,5,1,1,2.017,5.641,5.652,3,1,2,2,1,1,1,25,5,2,3,2,0,6,8,5,4,4,virginia,2,2,1,1,8,5,1000,1,1,1,1,2.076,84.618,84.648,34,1
R_a9GKETn903SmckJ,Default Response Set,Anonymous,,,,0,1/8/13 15:53,1/8/13 15:58,1,4037963,10,38,1,1,2,33.968,54.263,54.263,3,2,1,13.506,21.072,21.072,3,1,1,14.205,24.595,24.595,3,2,1,5.076,20.866,20.866,3,1,2,1,1,1,1,37,5,3,3,1,0,11,3,5,5,2,New Jersey,2,2,2,2,20,50,"15,000",1,1,2,1,5.376,171.548,171.548,31,1
R_5BkSQa7wj4mO8At,Default Response Set,Anonymous,,,,0,1/8/13 15:55,1/8/13 15:59,1,3466977,89,13,1,1,1,15.43,19.475,19.481,4,2,2,4.425,7.611,7.618,3,1,1,20.572,23.336,23.343,3,1,2,23.729,26.22,26.226,3,1,1,1,1,1,2,23,5,4,1,2,0,1,5,4,7,1,Massachusetts,2,2,1,2,6,50,50000,1,1,2,1,60.869,142.349,142.367,34,1
R_42DEyuHdhlM4Kq1,Default Response Set,Anonymous,,,,0,1/8/13 15:55,1/8/13 16:00,1,7912984,86,75,1,1,1,6.433,14.692,14.705,3,2,1,4.744,9.114,9.127,3,1,1,7.898,13.574,13.583,3,2,3,3.304,39.665,39.678,4,1,2,1,2,2,2,37,4,3,3,2,3,2,4,4,4,4,Michigan,2,2,2,2,5,5,20000,2,2,2,2,4.466,152.103,152.13,35,1
R_1ImowCCoyDrgr7n,Default Response Set,Anonymous,,,,0,1/8/13 15:23,1/8/13 16:00,1,6359751,32,40,1,1,2,8.722,12.644,12.661,4,1,2,40.996,44.683,44.703,3,1,2,6.543,9.502,9.52,3,2,3,7.903,15.83,15.848,4,1,2,2,,1,1,51,5,3,3,2,1,3,8,5,6,2,nv,2,2,2,2,20,50,5000,1,1,1,2,3.541,199.987,200.08,29,1
R_9Es5FTpsZPdsSCF,Default Response Set,Anonymous,,,,0,1/8/13 15:55,1/8/13 16:00,1,8497727,60,46,1,1,1,8.231,16.13,16.131,3,2,1,1.498,3.505,3.506,3,1,2,154.303,161.364,161.367,4,2,1,3.239,5.476,5.478,3,1,1,2,,1,2,28,5,4,3,2,0,1,8,5,7,1,FL,2,1,2,2,10,10,"100,000",2,2,2,1,1.478,124.141,124.142,38,1
R_7PboGNlnafCvPnv,Default Response Set,Anonymous,,,,0,1/8/13 15:47,1/8/13 16:01,1,6667421,31,62,1,1,2,1.387,5.162,5.163,3,1,2,0.47,2.425,2.427,3,1,2,1.406,2.637,2.639,4,1,1,0.099,4.95,4.951,5,1,1,1,1,1,1,24,5,4,3,2,0,6,8,5,6,3,Illinois,2,2,1,2,11,50,1000000,2,2,2,2,35.726,768.27,768.273,41,1
R_0jLwtdMTvTcx6o5,Default Response Set,Anonymous,,,,0,1/8/13 15:55,1/8/13 16:01,1,8671223,61,100,1,1,2,18.562,31.986,31.993,3,2,2,5.118,10.108,10.115,3,1,2,70.717,80.042,80.049,3,2,2,7.822,17.719,17.725,3,1,1,1,1,1,1,37,5,3,3,2,0,3,8,5,4,6,Kansas,2,2,2,1,10,10,50000,1,1,1,1,3.831,182.34,182.356,37,1
R_cuVj7EU5GWc9Vop,Default Response Set,Anonymous,,,,0,1/8/13 15:48,1/8/13 16:01,1,6077475,22,59,1,1,1,167.833,170.495,170.497,3,2,2,10.092,12.092,12.093,3,1,1,27.629,41.872,41.874,4,2,2,70.67,72.476,72.479,3,1,2,1,1,1,2,21,6,4,3,2,0,5,8,5,7,2,California,2,1,1,1,5,50,3000,1,1,1,2,12.768,344.541,344.545,50,1
R_9GOPObbXfLL5PkV,Default Response Set,Anonymous,,,,0,1/8/13 15:59,1/8/13 16:01,1,5488450,62,16,1,1,1,7.764,11.25,11.27,3,1,1,6.527,8.009,8.029,4,1,1,18.288,20.95,20.971,3,1,1,11.024,12.735,12.755,3,1,1,2,,1,1,31,6,4,3,1,2,11,8,5,2,6,Nebraska,2,2,2,2,10,8,50000,1,1,1,2,2.024,77.079,77.153,32,1
R_em5CQuD2attmefH,Default Response Set,Anonymous,,,,0,1/8/13 15:52,1/8/13 16:01,1,4466561,89,93,1,1,2,33.352,59.104,59.106,3,2,1,20.985,35.112,35.113,4,1,2,20.086,40.647,40.648,4,2,3,47.334,54.958,54.959,3,1,2,2,,,2,58,5,4,3,1,2,7,3,1,5,3,NY,2,1,1,1,5,50,10000,2,2,2,1,4.665,309.366,309.369,28,1
R_1z6oFqnaHOj8z4h,Default Response Set,Anonymous,,,,0,1/8/13 16:01,1/8/13 16:03,1,9026011,80,50,1,1,1,1.763,6.024,6.036,3,1,1,3.344,5.579,5.583,4,1,1,5.177,10.701,10.713,4,1,1,10.115,13.238,13.245,3,1,1,1,1,1,2,27,5,3,3,1,0,8,5,5,7,1,Washington,2,2,1,2,10,10,50000,2,2,2,1,1.478,80.186,80.221,31,1
R_cCPF42lBvx9AOUt,Default Response Set,Anonymous,,,,0,1/8/13 15:59,1/8/13 16:03,1,4637328,43,25,1,1,2,22.252,27.104,27.166,3,1,3,43.509,47.424,47.487,3,1,2,6.408,10.745,10.792,3,1,2,13.019,19.976,20.023,3,1,2,2,,1,1,21,5,3,1,2,0,6,4,1,6,3,New Hampshire,2,2,1,1,3,5,10000,1,2,2,2,6.075,142.697,142.821,31,1
R_e9gETUDSk8H2Tv7,Default Response Set,Anonymous,,,,0,1/8/13 16:01,1/8/13 16:04,1,9678529,62,11,1,1,1,5.014,11.899,11.899,5,2,1,3.342,7.506,7.507,3,1,2,35.085,39.38,39.381,4,2,1,4.068,7.117,7.118,3,1,2,2,,1,2,21,5,4,3,2,0,11,3,4,3,3,Wisconsin,2,2,1,2,12,8,1000,2,1,1,2,2.586,98.348,98.349,30,1
R_3fx675gYV17SorX,Default Response Set,Anonymous,,,,0,1/8/13 16:01,1/8/13 16:05,1,7096997,95,4,1,2,2,1.431,5.321,5.323,3,2,2,2.555,6.278,6.28,3,2,2,7.69,12.733,12.735,4,2,2,9.713,13.899,13.902,3,1,2,2,2,2,2,20,5,3,1,2,0,6,4,3,4,4,Tennessee,2,2,2,2,3,3,1000,1,2,2,1,1.967,133.135,133.139,33,1
R_bQUHvbVwOheFWtv,Default Response Set,Anonymous,,,,0,1/8/13 15:58,1/8/13 16:05,1,8144485,56,15,1,1,1,22.344,28.623,28.625,3,2,1,10.144,12.84,12.841,3,1,1,44.329,64.545,64.901,3,1,1,19.808,23.056,23.058,3,1,2,2,1,1,1,35,5,2,3,1,2,4,8,5,4,4,WA,2,2,2,2,10,50,10000,1,1,2,2,5.603,172.774,172.777,32,1
R_aaerKTrqX2uaX8p,Default Response Set,Anonymous,,,,0,1/8/13 15:55,1/8/13 16:05,1,3766141,27,36,1,2,2,36.98,49.656,49.658,8,2,1,26.818,130.316,130.318,6,2,2,15.612,23.253,23.256,5,2,2,0.129,63.198,63.2,5,1,2,2,2,2,2,35,2,4,3,2,0,6,4,5,6,4,Georgia,2,2,1,2,3,1,"2,000",1,1,2,1,8.685,263.241,263.243,46,1
R_6rFLjVtyfD0ivWJ,Default Response Set,Anonymous,,,,0,1/8/13 16:00,1/8/13 16:05,1,4225787,67,96,1,1,3,19.986,23.46,23.465,3,2,2,5.167,10.293,10.298,3,2,3,52.176,60.271,60.276,4,2,3,41.835,46.543,46.548,3,1,1,1,1,1,1,36,1,5,3,1,1,11,7,4,4,4,MN,2,2,1,1,10,15,100000,2,2,1,2,4.101,149.308,149.325,34,1
R_01FiseVvxIrtgUJ,Default Response Set,Anonymous,,,,0,1/8/13 16:00,1/8/13 16:05,1,3020323,70,88,1,2,2,7.741,13.732,13.738,3,2,3,2.74,5.581,5.584,3,2,2,28.585,37.184,37.189,4,2,2,5.153,20.017,20.021,3,1,2,2,2,2,1,28,1,4,3,2,0,7,8,5,7,1,New York,2,1,2,2,5,5,2000,1,1,1,1,3.981,144.106,144.119,34,1
R_eCYnQkj6gBuqS33,Default Response Set,Anonymous,,,,0,1/8/13 15:58,1/8/13 16:05,1,6792104,95,91,1,1,3,19.195,24.243,24.247,3,2,2,16.487,24.262,24.269,3,1,3,40.905,45.865,45.869,3,2,3,50.633,56.369,56.376,3,1,2,2,2,2,2,67,5,2,3,1,5,3,8,5,7,4,nevada,2,2,1,2,50,50,5000,2,1,1,2,8.214,215.162,215.179,29,1
R_0J7Wfz2bU762zY1,Default Response Set,Anonymous,,,,0,1/8/13 15:58,1/8/13 16:06,1,5324522,88,66,1,1,1,15.783,18.156,19.063,2,2,1,13.367,16.113,17.025,2,1,1,29.686,33.005,33.953,3,2,1,51.012,56.972,58.433,2,1,1,2,,1,2,33,5,4,3,1,1,9,8,5,4,2,Florida,2,2,1,2,12,12,"100,000",2,2,2,2,4.367,145.175,146.267,29,1
R_0wupdZmVjwMj4Gx,Default Response Set,Anonymous,,,,0,1/8/13 16:03,1/8/13 16:06,1,1294628,46,24,1,1,1,16.833,19.848,19.851,3,2,2,8.227,17.08,17.084,3,1,1,3.51,8.764,8.767,3,2,2,13.67,16.1,16.103,3,1,1,1,1,1,1,32,5,4,1,1,1,10,8,5,5,2,CA,2,2,2,1,10,50,25000,1,1,1,1,2.056,100.776,100.783,32,1
R_6GqDUU62hGdGfdz,Default Response Set,Anonymous,,,,0,1/8/13 16:03,1/8/13 16:08,1,2281163,60,9,1,1,1,9.917,14.738,14.739,3,2,3,3.142,6.989,6.991,3,1,1,29.342,44.122,44.124,3,2,2,7.177,10.813,10.814,3,1,1,1,1,1,2,18,5,3,1,2,0,1,8,5,6,3,Kansas,2,2,1,2,8,8`,2500,1,1,2,1,1.764,161.78,161.783,40,1
R_3lLgx7ng4QsUflP,Default Response Set,Anonymous,,,,0,1/8/13 15:59,1/8/13 16:08,1,9508918,20,39,1,2,2,7.503,53.311,53.325,5,1,2,2.821,7.011,7.027,5,2,2,33.992,38.512,38.532,4,2,2,1.986,4.492,4.509,4,1,2,1,2,2,1,26,6,5,1,2,0,2,8,5,6,2,Florida,1,1,1,1,6,2,30000,2,2,2,2,3.732,446.38,446.434,38,1
R_aV4sQTLWOB45eQZ,Default Response Set,Anonymous,,,,0,1/8/13 16:05,1/8/13 16:09,1,6454783,42,21,1,1,1,9.992,13.231,13.232,4,2,3,35.928,41.5,41.501,3,1,1,8.279,11.08,11.081,3,2,4,16.821,22.092,22.093,3,1,1,1,1,1,2,22,5,4,,2,0,1,8,5,6,1,Kansas,2,1,1,2,8,25,"50,000",1,1,2,2,8.37,133.53,133.532,32,1
R_0ARb5YHhNt0zL5b,Default Response Set,Anonymous,,,,0,1/8/13 16:07,1/8/13 16:11,1,4472779,73,36,1,1,1,5.653,9.781,9.782,3,2,1,2.665,8.889,8.89,4,2,2,14.706,38.289,38.292,5,2,1,14.082,18.88,18.882,3,1,1,1,1,1,1,28,5,3,3,3,1,3,8,5,5,3,California,2,,1,2,50,50,4000,1,1,1,1,1.463,118.981,118.983,33,1
R_eCJprlTb0YRnE7r,Default Response Set,Anonymous,,,,0,1/8/13 16:05,1/8/13 16:12,1,5379142,20,37,1,1,1,42.055,51.525,51.681,3,2,1,12.355,20.53,20.639,3,1,1,17.341,37.418,37.528,5,2,1,6.169,20.199,20.308,3,1,2,1,2,2,2,49,5,2,3,1,2,2,3,5,2,6,California,2,2,1,2,6,6,255,2,2,1,1,4.618,210.847,211.143,31,1
R_cDafZqvfd3MF3oh,Default Response Set,Anonymous,,,,0,1/8/13 16:10,1/8/13 16:14,1,8396378,92,16,1,1,2,2.638,4.934,4.935,3,2,2,5.02,8.3,8.3,3,1,3,3.913,8.36,8.361,4,2,3,30.833,52.049,52.049,4,1,2,2,2,2,1,22,6,4,2,2,0,4,8,5,3,4,nj,2,2,2,2,40,50,5000000,2,2,2,2,2.907,105.187,105.188,32,1
R_ezcedJkXT50vaG9,Default Response Set,Anonymous,,,,0,1/8/13 15:58,1/8/13 16:14,1,8475435,92,4,1,1,2,4.088,7.814,7.815,4,2,2,3.361,7.419,7.42,4,1,2,47.26,51.42,51.42,4,2,2,12.108,17.308,17.308,4,1,1,1,1,1,2,18,5,3,1,2,0,9,2,1,7,2,Texas,2,2,1,2,60,1000,1000000,1,1,1,1,1.871,65.055,65.057,29,1
R_0VvLw74pGhlBp6B,Default Response Set,Anonymous,,,,0,1/8/13 16:10,1/8/13 16:15,1,5856448,38,48,1,1,1,39.359,41.752,41.756,3,1,2,3.586,32.673,32.676,8,1,1,6.406,9.998,9.999,5,2,3,30.944,34.457,34.459,3,1,1,1,1,1,1,26,6,4,2,1,0,7,7,4,6,3,TX,2,2,2,1,50,40,5000,1,1,1,1,14.302,134.66,134.664,38,1
R_bkGxxO4KeQ3Xwhf,Default Response Set,Anonymous,,,,0,1/8/13 16:12,1/8/13 16:16,1,2049365,59,55,1,1,1,5.062,10.145,10.147,3,2,1,3.524,10.686,10.688,3,1,1,20.616,52.085,52.087,5,2,1,14.124,23.974,23.976,6,1,1,1,1,1,1,27,5,3,3,2,,2,1,2,1,3,Kentucky,2,2,2,2,4,5,"10,000",2,2,2,2,8.064,82.542,82.545,33,1
R_00QK4Kj7MeMf82x,Default Response Set,Anonymous,,,,0,1/8/13 16:07,1/8/13 16:16,1,7875012,16,39,1,1,4,64.828,87.5,88.046,4,2,4,21.875,27.094,27.11,3,1,4,31.828,35.5,35.516,3,2,2,45.157,53.907,53.922,4,1,2,2,2,2,1,60,5,5,3,1,0,6,2,4,2,6,Illinois,2,1,1,2,10,50,20000,2,2,1,1,34.063,248.391,248.422,32,1
R_6sCM33E3e16rkSV,Default Response Set,Anonymous,,,,0,1/8/13 16:11,1/8/13 16:17,1,7503045,27,31,1,1,1,41.04,42.86,42.86,3,1,1,3.61,24.7,24.7,6,1,1,7.18,9.62,9.63,4,1,1,14.69,17.96,17.96,3,1,1,1,1,1,1,21,5,2,1,2,0,3,4,3,2,5,Utah,2,2,1,1,5,1000,90000,1,1,2,1,74.33,231.86,231.86,34,1
R_bPhic5GrkGVzzbn,Default Response Set,Anonymous,,,,0,1/8/13 16:13,1/8/13 16:17,1,4314645,48,73,1,1,1,11.339,20.64,20.644,3,2,1,14.794,31.217,31.221,4,1,1,5.1,8.391,8.394,3,2,1,7.584,16.696,16.698,5,1,1,1,1,1,2,25,5,3,1,2,0,2,8,5,4,1,Iowa,2,2,2,2,5,50,"10,000",1,1,2,1,1.881,114.956,114.961,51,1
R_5osILHm5LN6s1yB,Default Response Set,Anonymous,,,,0,1/8/13 16:12,1/8/13 16:17,1,1965219,4,67,1,1,2,45.352,66.81,66.81,7,2,3,5.899,14.91,14.911,4,1,1,6.014,12.377,12.378,3,2,3,3.966,6.12,6.121,3,1,1,1,1,1,1,28,6,4,3,2,0,8,8,5,7,1,Ohio,2,1,2,1,3,8,"100,000",2,2,2,1,2.578,170.152,170.155,37,1
R_bHoxqGeAc7gJSqF,Default Response Set,Anonymous,,,,0,1/8/13 16:14,1/8/13 16:17,1,7788157,60,71,1,1,1,8.375,23.407,23.41,4,2,1,3.615,7.929,7.933,4,1,1,17.875,20.126,20.129,3,2,1,5.272,17.525,17.529,5,1,1,1,1,1,2,28,5,4,3,1,2,5,8,4,7,1,WA,2,2,1,2,8,50,100000,2,2,2,2,2.118,119.654,119.661,39,1
R_eGbR3f5iUCGvyU5,Default Response Set,Anonymous,,,,0,1/8/13 16:13,1/8/13 16:17,1,9195524,39,54,1,1,1,12.403,15.043,15.045,3,1,1,32.303,42.383,42.387,4,1,1,2.676,11.485,11.487,3,1,1,14.878,18.525,18.527,3,1,1,1,1,1,1,23,6,3,3,2,0,8,8,5,5,3,New York,2,2,1,2,15,50,5000,2,2,2,1,2.543,168.96,168.963,43,1
R_8CTP5VrsWfkbuFn,Default Response Set,Anonymous,,,,0,1/8/13 16:14,1/8/13 16:18,1,7470173,24,71,1,1,2,30.288,33.662,33.667,3,1,2,21.6,24.723,24.727,3,2,2,7.148,9.036,9.041,3,2,2,5.445,7.194,7.199,3,1,2,2,2,2,1,24,5,4,1,2,0,11,4,3,1,6,California,2,2,2,2,4,4,"100,000",2,1,2,2,4.55,146.608,146.624,38,1
R_bxuv9IJrV1I0oSN,Default Response Set,Anonymous,,,,0,1/8/13 16:13,1/8/13 16:19,1,1695373,52,26,1,1,1,1.72,3.854,3.854,3,1,1,1.7,4.599,4.602,3,1,1,8.616,12.856,12.86,3,1,1,17.689,23.737,23.74,3,1,1,1,1,1,2,22,5,3,2,2,1,5,8,5,5,3,California,2,2,2,2,6,4,200000,1,1,1,1,1.835,102.715,102.715,37,1
R_85GfPesCsIGcNmJ,Default Response Set,Anonymous,,,,0,1/8/13 16:15,1/8/13 16:19,1,5283923,43,56,1,1,1,5.553,12.477,12.478,3,2,3,44.417,49.552,49.553,4,1,2,6.26,9.265,9.266,3,2,3,8.713,12.615,12.615,3,1,2,2,1,1,1,25,6,4,3,2,0,10,8,5,4,4,MO,2,2,2,2,50,50,300000,2,2,2,2,2.121,145.305,145.307,30,1
R_0jMH8E0Q7bOsTeB,Default Response Set,Anonymous,,,,0,1/8/13 16:16,1/8/13 16:20,1,8194984,85,74,1,2,1,13.658,15.792,15.801,3,2,1,14.188,24.368,24.377,4,2,1,12.228,38.045,38.054,3,2,1,25.993,42.505,42.514,4,1,1,2,1,1,1,24,1,4,3,2,0,6,3,5,4,2,California,2,1,2,1,3,50,50000,2,1,2,1,4.398,80.828,80.853,34,1
R_0w8ATAu846vRllj,Default Response Set,Anonymous,,,,0,1/8/13 16:16,1/8/13 16:20,1,9752843,20,86,1,1,1,62.955,65.044,65.054,3,2,1,5.325,10.553,10.564,7,1,1,1.03,3.803,3.818,3,1,1,1.984,4.341,4.352,4,1,1,1,1,1,2,26,5,4,3,1,0,2,8,5,7,1,KY,2,2,1,1,5,5,100000,1,1,2,1,2.275,90.469,90.496,32,1
R_ac3d4Y2ux575Jid,Default Response Set,Anonymous,,,,0,1/8/13 16:13,1/8/13 16:20,1,1880085,56,94,1,1,1,27.034,29.499,29.499,3,2,2,9.375,13.088,13.088,3,1,1,35.287,40.762,40.762,3,2,4,29.531,38.22,38.22,3,1,2,2,,1,1,30,5,4,3,2,0,9,4,5,1,5,Louisiana,2,2,1,1,6,50,2000,1,1,1,1,4.103,264.809,264.809,31,1
R_cAcbFIyDSXBCWup,Default Response Set,Anonymous,,,,0,1/8/13 16:17,1/8/13 16:20,1,4972108,37,48,1,1,2,10.421,14.19,14.195,4,1,2,13.735,18.121,18.128,3,1,2,3.137,9.023,9.03,3,1,2,5.243,12.723,12.729,4,1,2,2,1,1,1,21,5,,1,2,0,4,3,4,2,6,Florida,2,2,1,1,2,2,500,1,1,1,1,2.452,102.611,102.625,36,1
R_eG6DMBcNGauTCLz,Default Response Set,Anonymous,,,,0,1/8/13 16:17,1/8/13 16:20,1,9949097,66,81,1,1,2,6.602,9.047,9.057,3,1,2,2.776,5.072,5.081,3,1,2,15.862,21.93,21.942,3,1,2,12.147,15.77,15.78,3,1,1,2,1,1,1,24,6,3,1,2,0,2,8,5,7,1,GA,2,2,1,2,20,50,1000,2,1,2,2,2.846,97.19,97.221,30,1
R_88tmxcTfIyCdgHz,Default Response Set,Anonymous,,,,0,1/8/13 16:18,1/8/13 16:21,1,1298259,80,86,1,1,3,8.134,10.298,10.308,4,2,3,7.402,9.175,9.186,3,2,3,1.568,15.388,15.398,13,2,3,19.137,26.08,26.091,3,1,2,2,2,2,1,19,5,3,3,2,0,1,8,5,1,6,Michigan,2,2,2,2,6,6,100000,2,1,1,2,2.578,76.77,76.793,34,1
